"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"RQY2PWM6","book","1878","Lathern, John","Baptisma: A Three-Fold Testimony Water-Baptism, Spirit-Baptism and the Baptism of Fire","","","","","","Methodist, Baptism","1878","2022-01-19 18:33:43","2022-01-19 18:33:43","","","267","","","","","","","","","","A. W. Nicolson","Halifax, NS","English","","","UNBF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2nd ed. enl. and extended","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DI53YIWD","book","1877","Lathern, John","Baptism a Three-Fold Testimony: Water-Baptism, Spirit-Baptism, and the Baptism of Fire","","978-0-665-11040-5","","","https://catalog.hathitrust.org/Record/100253615","Methodist, Baptism","1877","2022-01-19 18:33:43","2022-01-19 18:33:43","","","72","","","","","","CIHM/ICMH Microfiche series = CIHM/ICMH collection de microfiches ; no. 11040","","","","G. H. Haszard","Charlottetown, PEI","","","","UNBF, MtA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XY59EKGW","book","1879","Lathern, John","Baptisma: The Mode and Subjects of Christian Baptism","","978-0-665-08886-5","","","https://catalog.hathitrust.org/Record/100252278","Methodist, Baptism","1879","2022-01-19 18:33:43","2022-01-19 18:33:43","","","","","","","","","CIHM/ICMH Microfiche series = CIHM/ICMH collection de microfiches ; no. 08886","","","","Pickard","Halifax, NS","English","","","Legislative Library Fredericton, MtA, Dalhousie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3rd ed.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AICTT8KQ","book","1880","Lathern, John","Honorable Judge Wilmot: A Biographical Sketch","","","","","","Lemuel Allan Wilmot, Methodist","1880","2022-01-19 18:33:43","2022-01-19 18:33:43","","","","","","","","","CIHM/ICMH microfiche series ; no. 08888","","","","Wesleyan Office","Halifax, NS","","","","NSLegLib, UNBF (mic)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GK9EAAN5","book","1846","Knight, Matthew R.","Address Read Before the Horton and Cornwallis Temperance Societies: On the 26th February and 3rd March, 1846, and Published at the Request of Their Respective Officers and Members","","","","","https://catalog.hathitrust.org/Record/100289951","Methodist, Clergy, Lectures, Temperance","1846","2022-01-19 18:33:43","2022-01-19 18:33:43","","","22","","","","","","CIHM/ICMH Microfiche series = CIHM/ICMH collection de microfiches ; no. 64426","","","","N.p.","[Halifax, NS]","English","","","UNBF (mic)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ED5QFNLF","bookSection","1994","Lane, Hannah M.","Wife, Mother, Sister, Friend: Methodist Women in St. Stephen, N.B.","Separate Spheres: Women's Worlds in the 19th-Century Maritimes","978-0-919107-41-0","","","","Methodist, Women","1994","2022-01-19 18:33:43","2022-01-19 18:33:43","","","","","","","","","","","","","Acadiensis Press","Fredericton, NB","English","","","UNBF, UNBSJ, MtA, Acadia","","","","","","","","","","Guildford, Janet V.; Morton, Suzanne","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6JQWUK9U","bookSection","1891","Lathern, John","Historical Sketch of Methodism in the Eastern Provinces","Centennial of Canadian Methodism","","","","https://archive.org/details/cihm_26563","Methodist","1891","2022-01-19 18:33:43","2022-01-19 18:33:43","","27-54","","","","","","","","","","","Briggs","Toronto, ON","","","","UNBF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P7RZZRB9","book","1910","Leard, W. B.","Send Over to St. Martins Some Help to Us","","978-0-665-98551-5","","","https://www.canadiana.ca/view/oocihm.98551","Methodist, Poetry","1910","2022-01-19 18:33:43","2022-01-19 18:33:43","","","","","","","","","CIHM/ICMH Microfiche series = CIHM/ICMH collection de microfiches ; no. 98551","","","","Tribune Press","Sackville, NB","English","","","Dalhousie, UNBF (mic)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UWVFY77R","journalArticle","1841","Leggett, W. M.","Wesleyan Methodism in Fredericton","British North American Wesleyan Methodist Magazine","","","","","Wesleyan Methodist","1841-06","2022-01-19 18:33:43","2022-01-19 18:33:43","","391-399","","","1","","","","","","","","","","","","","UNBF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LMX8X9GF","book","1979","Graham, Nelma","Maple Ridge Wesleyan Church: 90th anniversary, 1889-1979","","","","","","Wesleyan","1979","2022-01-19 18:33:43","2022-01-19 18:33:43","","","67","","","","","","","","","","N.p.","[Millville, NB]","English","","","PANB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
