"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"2WITS5FS","bookSection","2006","Matthews, Bruce","Buddhism in Atlantic Canada","Buddhism in Canada","978-0-415-32279-9","","","https://www-taylorfrancis-com.proxy.hil.unb.ca/books/e/9780203390887","Buddhist","2006","2022-01-19 18:32:03","2022-01-19 18:32:03","","151-161","","","","","","","","","","","Routledge","New York, NY","","","","UNBF","","","","","","","https://login.proxy.hil.unb.ca/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=reh&AN=ATLA0001524891&site=ehost-live&scope=site&scope=cite","","Buddhism -- Canada; New Brunswick.; Newfoundland -- Religion; Nova Scotia.; Prince Edward Island.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
