"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"VMIC24WS","journalArticle","1937","Caron, I.","La Diocese de Quebec, Divisions et Subdivisions de 1674 a 1844","Rapport: La Société Canadienne d'Histoire de l'Eglise Catholique","","","","","Catholic [French version held at UNB? unclear from record]","1937","2022-01-19 18:32:56","2022-01-19 18:32:56","","11-47","","","","","","","","","","","","","French","","","UdeM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J7889TV8","journalArticle","1972","Wade, Mason","Relations between the French, Irish and Scottish clergy in the Maritime provinces, 1774-1836","CCHA Study Sessions (Canadian Catholic Historical Association)","","03186156","","http://www.umanitoba.ca/colleges/st_pauls/ccha/Back%20Issues/CCHA1972/Wade.pdf","Catholic, Irish, Francophone, Scots","1972-01","2022-01-19 18:32:56","2022-01-19 18:32:56","","9-33","","","39","","","","","","","","","","","","","UofT","","","","","<p>Accession Number: 47303960; Wade, Mason; Source Info: 1972, Vol. 39, p9; Historical Period: 1774 to 1836; Subject Term: ETHNIC groups; Subject Term: CLERGY; Subject: CANADA; Subject: ATLANTIC Provinces; Number of Pages: 25p; Document Type: Article</p>; <p>Accession Number: 47303960; Wade, Mason; Source Info: 1972, Vol. 39, p9; Historical Period: 1774 to 1836; Subject Term: ETHNIC groups; Subject Term: CLERGY; Subject: CANADA; Subject: ATLANTIC Provinces; Number of Pages: 25p; Document Type: Article</p>","","","CANADA; CLERGY; ATLANTIC Provinces; CATHOLIC Church; ETHNIC groups","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JKEPEUFQ","book","1863","Wallace, M. A.; Indiana University. Digital Library Program; Committee on Institutional Cooperation","Well! Well!: A Tale, Founded on Fact","","","","","http://purl.dlib.indiana.edu/iudl/wright2/wright2-2615","Catholic, Fiction","1863","2022-01-19 18:32:56","2022-01-19 18:32:56","","","","","","312","","","Wright American fiction, 1851-1875","","","","D. & J. Sadlier","New York, NY","English","","","MtA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2nd ed.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D9699L3I","book","1992","Doherty, A.; Hynes, A.","Baptêmes, mariages, funérailles, Paroisse St-Joseph de Nash Creek 1867-1920","","","","","","Catholic, Parish registers","1992","2022-01-19 18:32:56","2022-01-19 18:32:56","","","244","","","","","","","","","","Société généalogique de Restigouche","","French","","","PANB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z952AHDW","book","1945","Dolan, J. E.","Sisters of Charity of the Immaculate Conception Mother House Saint Vincent's Convent, Saint John, New Brunswick","","","","","","Catholic, Women religious","1945","2022-01-19 18:32:56","2022-01-19 18:32:56","","","15","","","","","","","","","","P. A. Bray, C. J. M., Bishop of Saint John, N.B.","Saint John, NB","","","","MtA, Legislative Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QBNZ8WMT","book","1975","Doucet, Camille-Antonio","A la Défense de la minorité acadienne : conférence prononcée au congrès de la Société canadienne d'histoire de l'Église catholique","","","","","","Catholic","1975","2022-01-19 18:32:56","2022-01-19 18:32:56","","","13","","","","","A la défense de la minorité acadienne","","","","","N.p.","","","","","UdeM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UR9APU5Q","book","1973","Dragon, Antonio S. J.","L'Acadie et ses 40 Robes Noires","","","","","","Catholic, Missions, Acadia","1973","2022-01-19 18:32:56","2022-01-19 18:32:56","","","244","","","","","","","","","","Les Éditions Bellarmin","Montreal, QC","French","","","UNBF, MtA, Acadia","","","","","","/home/cvillami/Zotero/storage/AMX9R45B/LAcadie-et-ses-40-Robes-Noires-Dragon-Antonio-SJ.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KJC58CP8","book","2003","Duguay, Henri-Eugène","Un Homme de Dieu: Père Donat Robichaud, 1892-1973","","978-0-9682742-7-9","","","","Catholic, Clergy, Biography","2003","2022-01-19 18:32:56","2022-01-19 18:32:56","","","158","","","","","Un homme de Dieu","","","","","Éditions ad hoc","Saint-André-LeBlanc, NB","","","","Legislative Library, Fredericton","","","","","","","","","New Brunswick; Nouveau-Brunswick; Catholic Church Clergy Biography; Église catholique Clergé Biographies; Robichaud, Donat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MWT6HACZ","book","2003","Doiron, Sylvio","Embellir","","","","","","Catholic, Clergy, Biography","2003","2022-01-19 18:32:56","2022-01-19 18:32:56","","","200","","","","","","","","","","Les Éditions Doiron","Moncton, NB","","","","Legislative Library, Fredericton","","","","","","","","","Catholic Church; Clergé Biographie; Clergy Biography; Église catholique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U8P4ITHK","book","1937","Donahoe, W. M.","Fifty Years a Parish, 1887-1937","","","","","","Catholic, Devon","1937","2022-01-19 18:32:56","2022-01-19 18:32:56","","","32","","","","","","","","","","St. Anthony of Padua [church]","Devon, NB","","","","UNBF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
