"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"B595N353","book","1984","New Brunswick Historical Society","Saint John: its beginnings and glimpses of the early days.","","","","","","","1984","2019-02-25 20:34:01","2019-02-25 20:34:01","","","","","","","","","","","","","New Brunswick Historical Society","Saint John, N.B.","English","","","","SPECAR","Open WorldCat","","OCLC: 317867000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8U8LGE9Y","journalArticle","1894","New Brunswick Historical Society","Collections of the New Brunswick Historical Society.","Collections of the New Brunswick Historical Society.","","0701-4252","","","","1894","2019-02-25 20:34:01","2019-02-25 20:34:01","","","","","","","","","","","","","","","English","","","","","Open WorldCat","","OCLC: 1759751","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8V6TMLTI","book","1883","","New Brunswick Historical Society, ninth anniversary musical festival: Mechanics' Institute, Monday, Nov. 26th, at 8 p.m., for Centennial Arbor Day Fund.","","978-0-665-59193-8","","","","","1883","2019-02-25 20:34:01","2019-02-25 20:34:01","","","","","","","","New Brunswick Historical Society, ninth anniversary musical festival","","","","","publisher not identified","Place of publication not identified","English","","","","","Open WorldCat","","OCLC: 18329838","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X9RN8Q53","book","1907","Armstrong, John Russell","The Exchange Coffee House and St. John's first club: a paper read before the New Brunswick Historical Society, 30th April, 1907","","978-0-665-79465-0","","","","","1907","2019-02-25 20:34:01","2019-02-25 20:34:01","","","","","","","","The Exchange Coffee House and St. John's first club","","","","","publisher not identified","Saint John, N.B.","English","","","","","Open WorldCat","","OCLC: 53689395","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BTMHBNZV","book","1897","Owen, William; Ganong, William Francis; New Brunswick Historical Society","The journal of Captain William Owen, R.N., during his residence on Campobello in 1770-1771: together with other documents and notes on the history of the island","","978-0-665-11561-5","","","","","1897","2019-02-25 20:34:01","2019-02-25 20:34:01","","","","","","","","The journal of Captain William Owen, R.N., during his residence on Campobello in 1770-1771","","","","","publisher not identified","Saint John, N.B.?","English","","","","","Open WorldCat","","OCLC: 9150938","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3UUYA2PH","book","1987","Petchey, Helen M","The Dorchester Gilberts","","","","","","","1987","2019-02-25 20:34:01","2019-02-25 20:34:01","","","","","","","","","","","","","New Brunswick Historical Society","{S.l.}","English","","","","","Open WorldCat","","OCLC: 271422160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4S5FZTRW","book","1898","Hay, G. U; Natural History Society of New Brunswick","The annual address of the president of the Natural History Society of New Brunswick","","978-0-665-92090-5","","","","","1898","2019-02-25 20:34:01","2019-02-25 20:34:01","","","","","","","","","","","","","publisher not identified","Saint John, N.B.?","English","","","","","Open WorldCat","","OCLC: 53569762","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T3S53E2X","book","1929","New Brunswick Historical Society","Why Myer's [sic] General history should not be used in Canadian schools?","","","","","","","1929","2019-02-25 20:34:01","2019-02-25 20:34:01","","","","","","","","","","","","","The Society","Saint John, N.B.","English","","","","SPECAR","Open WorldCat","","OCLC: 71504320","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MYAG3TST","book","1984","New Brunswick Genealogical Society; Restigouche Branch; Provincial Archives of New Brunswick","New Brunswick census of 1861: Restigouche County","","978-0-88838-801-8","","","","","1984","2019-02-25 20:34:01","2019-02-25 20:34:01","","","","","","","","New Brunswick census of 1861","","","","","Provincial Archives of New Brunswick","Fredericton, N.B.","Text in English and French.","","","","","Open WorldCat","","OCLC: 12562881","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MJL4GEQU","book","1985","New Brunswick Genealogical Society; Restigouche Branch; Provincial Archives of New Brunswick","New Brunswick census of 1871, Restigouche County","","978-0-88838-840-7","","","","","1985","2019-02-25 20:34:01","2019-02-25 20:34:01","","","","","","","","","","","","","Provincial Archives of New Brunswick","Fredericton","Text in English and French.","","","","","Open WorldCat","","OCLC: 15782486","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
